,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
36720,51,blue-collar,married,primary,no,42,yes,no,cellular,12,may,51,2,342,3,failure,0
14773,45,management,married,tertiary,no,1293,no,no,telephone,16,jul,188,3,-1,0,unknown,0
28617,39,management,single,tertiary,no,4023,yes,no,cellular,29,jan,126,2,238,8,other,0
5841,30,technician,married,secondary,no,764,no,no,unknown,26,may,150,2,-1,0,unknown,0
14238,35,technician,married,secondary,no,0,no,no,cellular,14,jul,125,2,-1,0,unknown,0
24206,49,retired,married,secondary,no,8648,no,no,cellular,17,nov,527,1,-1,0,unknown,0
30141,30,admin.,single,secondary,no,313,yes,no,cellular,4,feb,1121,2,-1,0,unknown,1
6623,28,admin.,married,secondary,no,9779,yes,yes,unknown,28,may,480,2,-1,0,unknown,0
20292,41,technician,single,secondary,no,134,no,yes,cellular,11,aug,153,4,-1,0,unknown,0
16214,36,technician,divorced,tertiary,no,119,no,no,cellular,23,jul,127,8,-1,0,unknown,0
4243,54,blue-collar,married,secondary,no,887,yes,no,unknown,19,may,133,1,-1,0,unknown,0
44104,29,admin.,single,secondary,no,1992,no,no,cellular,8,jul,202,1,87,2,failure,0
43178,27,technician,single,tertiary,no,1075,no,no,cellular,2,mar,658,1,-1,0,unknown,1
45179,34,technician,married,secondary,no,1026,no,no,cellular,12,nov,319,1,100,6,failure,0
39823,52,admin.,single,secondary,no,-528,yes,yes,cellular,1,jun,1144,2,-1,0,unknown,1
28520,29,management,married,tertiary,no,266,yes,no,cellular,29,jan,103,2,-1,0,unknown,0
36950,38,blue-collar,single,primary,no,12130,yes,no,cellular,12,may,455,2,328,13,failure,0
30812,55,unemployed,single,primary,no,274,no,no,cellular,9,feb,7,5,-1,0,unknown,0
9225,41,self-employed,married,secondary,no,20,no,no,unknown,5,jun,333,1,-1,0,unknown,0
9911,57,blue-collar,married,primary,no,0,no,no,unknown,9,jun,73,2,-1,0,unknown,0
19263,46,management,married,tertiary,no,765,no,no,cellular,6,aug,71,2,-1,0,unknown,0
40030,41,admin.,divorced,secondary,no,1076,yes,no,cellular,3,jun,77,2,391,2,other,0
31377,32,management,married,tertiary,no,376,yes,no,cellular,23,mar,248,4,-1,0,unknown,1
20935,37,management,single,tertiary,no,455,yes,no,cellular,13,aug,904,6,-1,0,unknown,1
13577,44,housemaid,married,primary,no,0,yes,no,telephone,9,jul,224,1,-1,0,unknown,0
16470,28,student,single,secondary,no,153,no,no,cellular,23,jul,1124,2,-1,0,unknown,1
27436,49,management,married,tertiary,no,22520,no,no,cellular,21,nov,579,9,-1,0,unknown,1
31974,43,blue-collar,married,secondary,no,2355,yes,yes,cellular,13,apr,333,3,-1,0,unknown,0
38237,22,blue-collar,single,secondary,no,-51,yes,no,cellular,15,may,859,1,-1,0,unknown,1
11852,40,blue-collar,married,primary,no,0,no,no,unknown,20,jun,618,4,-1,0,unknown,0
32108,37,services,married,secondary,no,381,yes,no,cellular,15,apr,332,2,-1,0,unknown,0
31700,46,technician,married,secondary,no,138,yes,no,cellular,7,apr,226,2,-1,0,unknown,0
10665,57,technician,divorced,secondary,no,145,no,yes,unknown,16,jun,420,4,-1,0,unknown,0
20419,35,technician,married,secondary,no,482,no,no,cellular,12,aug,138,2,-1,0,unknown,0
30162,45,blue-collar,married,primary,no,572,no,no,telephone,5,feb,13,6,-1,0,unknown,0
39510,43,technician,divorced,secondary,no,1612,no,no,cellular,25,may,262,2,353,1,other,1
2582,33,blue-collar,married,secondary,no,304,yes,no,unknown,13,may,139,2,-1,0,unknown,0
35831,32,blue-collar,married,secondary,no,356,yes,no,cellular,8,may,451,3,-1,0,unknown,0
13759,30,blue-collar,married,secondary,no,167,yes,no,cellular,10,jul,255,1,-1,0,unknown,1
24339,46,blue-collar,married,secondary,no,2348,no,no,cellular,17,nov,182,1,-1,0,unknown,0
8406,21,unemployed,married,secondary,no,2062,yes,no,unknown,3,jun,103,1,-1,0,unknown,0
39715,55,admin.,divorced,secondary,no,1872,no,no,cellular,27,may,76,3,103,5,success,0
27217,42,admin.,single,secondary,no,2095,yes,no,cellular,21,nov,752,3,-1,0,unknown,0
14680,54,retired,married,tertiary,no,4104,no,no,cellular,15,jul,68,8,-1,0,unknown,0
11753,44,services,married,secondary,no,-254,no,no,unknown,20,jun,25,1,-1,0,unknown,0
32896,29,blue-collar,married,secondary,no,602,yes,yes,cellular,17,apr,440,2,-1,0,unknown,0
33486,33,blue-collar,married,secondary,no,328,yes,no,cellular,20,apr,72,1,264,9,failure,0
26565,38,entrepreneur,married,tertiary,no,1110,yes,no,cellular,20,nov,888,2,183,2,failure,1
24946,51,technician,divorced,secondary,no,131,yes,no,cellular,18,nov,193,1,-1,0,unknown,0
34672,35,services,divorced,secondary,no,67,yes,no,cellular,5,may,192,2,-1,0,unknown,0
35877,43,blue-collar,married,primary,no,361,yes,no,cellular,8,may,87,2,-1,0,unknown,0
36354,34,admin.,married,secondary,no,148,yes,no,cellular,11,may,160,2,-1,0,unknown,0
35793,39,admin.,married,primary,no,444,yes,no,cellular,8,may,374,2,-1,0,unknown,0
21016,47,management,married,tertiary,no,3681,no,no,cellular,14,aug,101,2,-1,0,unknown,0
26405,31,blue-collar,single,secondary,no,5607,no,no,cellular,20,nov,183,2,184,1,failure,0
20783,50,technician,divorced,secondary,no,0,no,no,cellular,13,aug,114,2,-1,0,unknown,0
41391,27,admin.,married,secondary,no,1596,no,no,cellular,1,sep,82,1,-1,0,unknown,1
35812,46,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,120,2,-1,0,unknown,0
5034,34,retired,married,primary,no,4499,no,no,unknown,21,may,1681,1,-1,0,unknown,1
25865,35,management,married,tertiary,no,16,no,no,cellular,19,nov,185,1,-1,0,unknown,0
22786,33,technician,single,secondary,no,291,no,no,cellular,25,aug,72,6,-1,0,unknown,0
454,34,blue-collar,married,secondary,no,270,yes,yes,unknown,6,may,159,1,-1,0,unknown,0
44575,27,blue-collar,single,secondary,no,535,no,no,cellular,16,aug,265,3,95,4,success,1
11449,45,blue-collar,married,primary,no,351,yes,no,unknown,19,jun,66,1,-1,0,unknown,0
23012,47,management,married,secondary,no,414,no,no,cellular,26,aug,142,2,-1,0,unknown,0
33395,43,blue-collar,married,secondary,no,85,yes,no,cellular,20,apr,42,3,279,5,other,0
5576,38,technician,single,secondary,no,372,no,no,unknown,23,may,59,3,-1,0,unknown,0
15809,56,technician,divorced,secondary,no,672,no,no,cellular,21,jul,71,9,-1,0,unknown,0
23841,33,technician,married,secondary,yes,-708,no,no,cellular,29,aug,93,2,-1,0,unknown,0
3263,58,technician,married,secondary,no,5618,yes,no,unknown,15,may,113,1,-1,0,unknown,0
9545,31,management,single,tertiary,no,2296,yes,no,unknown,6,jun,49,8,-1,0,unknown,0
21629,30,management,single,tertiary,no,0,no,no,cellular,19,aug,292,2,-1,0,unknown,0
1736,37,blue-collar,divorced,secondary,no,-271,yes,no,unknown,9,may,172,1,-1,0,unknown,0
26050,33,management,single,tertiary,no,923,yes,no,cellular,19,nov,1307,3,173,6,failure,0
25572,34,blue-collar,married,secondary,no,1897,yes,yes,cellular,19,nov,441,1,-1,0,unknown,0
13946,58,technician,married,secondary,no,201,no,no,cellular,10,jul,82,5,-1,0,unknown,0
7656,54,blue-collar,divorced,secondary,no,154,yes,no,unknown,30,may,197,12,-1,0,unknown,0
24523,53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,17,nov,183,1,-1,0,unknown,0
24683,44,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,139,3,-1,0,unknown,0
41937,68,retired,single,tertiary,no,2144,no,no,cellular,22,oct,277,1,184,2,success,1
43721,29,unemployed,single,primary,no,1374,no,no,cellular,14,may,1205,2,178,7,success,1
26317,43,blue-collar,single,primary,no,13620,yes,no,cellular,20,nov,128,1,-1,0,unknown,0
5987,33,technician,married,secondary,no,168,yes,no,unknown,26,may,238,2,-1,0,unknown,0
1131,48,admin.,married,secondary,no,5,yes,no,unknown,7,may,697,2,-1,0,unknown,0
6429,28,management,married,tertiary,no,13186,yes,no,unknown,27,may,466,2,-1,0,unknown,0
10653,59,retired,married,primary,no,1085,no,no,unknown,16,jun,191,1,-1,0,unknown,0
37919,31,blue-collar,single,secondary,no,953,yes,no,cellular,14,may,479,1,346,2,success,1
36120,55,management,married,tertiary,no,719,yes,no,telephone,11,may,221,6,284,29,other,0
15639,27,blue-collar,single,tertiary,no,1372,no,no,cellular,21,jul,230,1,-1,0,unknown,0
42228,36,blue-collar,single,secondary,no,3623,no,no,unknown,12,nov,71,1,378,1,success,1
8628,45,services,single,primary,no,1893,yes,no,unknown,3,jun,1259,6,-1,0,unknown,1
45055,42,management,married,unknown,no,1519,no,no,cellular,19,oct,230,1,92,1,success,1
9480,56,housemaid,divorced,tertiary,no,1059,no,yes,unknown,6,jun,57,2,-1,0,unknown,0
29180,45,management,married,tertiary,no,474,yes,yes,cellular,2,feb,190,4,264,4,failure,0
20699,60,retired,married,unknown,no,878,no,no,cellular,13,aug,106,2,-1,0,unknown,0
6308,42,blue-collar,married,secondary,no,3052,yes,no,unknown,27,may,32,1,-1,0,unknown,0
40134,33,management,single,tertiary,no,0,no,no,telephone,5,jun,109,1,-1,0,unknown,0
16840,52,admin.,divorced,secondary,no,121,yes,no,cellular,24,jul,241,2,-1,0,unknown,0
12351,55,admin.,married,secondary,no,6207,yes,no,unknown,26,jun,113,5,-1,0,unknown,0
14269,55,technician,divorced,secondary,no,225,no,yes,cellular,14,jul,116,2,-1,0,unknown,0
17542,46,unemployed,married,secondary,no,931,no,no,cellular,29,jul,156,5,-1,0,unknown,0
28944,35,management,married,tertiary,no,495,no,no,cellular,2,feb,282,1,-1,0,unknown,0
13094,29,housemaid,married,primary,no,7,no,yes,cellular,8,jul,240,1,-1,0,unknown,0
10476,36,entrepreneur,single,tertiary,no,658,yes,no,unknown,16,jun,61,3,-1,0,unknown,0
10963,41,services,married,secondary,no,1483,yes,no,unknown,17,jun,66,4,-1,0,unknown,0
32054,32,blue-collar,married,primary,no,1287,yes,no,cellular,14,apr,297,2,-1,0,unknown,0
12793,46,technician,married,secondary,no,967,no,no,cellular,7,jul,248,3,-1,0,unknown,0
40086,31,unemployed,married,secondary,no,6,no,no,cellular,4,jun,121,4,-1,0,unknown,1
27318,39,management,married,tertiary,no,20932,no,no,cellular,21,nov,127,2,-1,0,unknown,0
27338,38,technician,married,secondary,no,1,yes,no,cellular,21,nov,57,5,199,1,success,0
15800,43,management,married,tertiary,no,0,yes,no,cellular,21,jul,474,1,-1,0,unknown,0
216,47,unknown,married,unknown,no,28,no,no,unknown,5,may,338,2,-1,0,unknown,0
24179,57,blue-collar,married,unknown,no,3585,no,no,telephone,14,nov,172,1,-1,0,unknown,1
24626,48,management,divorced,tertiary,no,-478,yes,no,cellular,17,nov,87,5,167,6,failure,0
22590,59,admin.,married,secondary,no,6264,no,no,cellular,22,aug,353,16,-1,0,unknown,0
18957,49,services,married,secondary,no,1122,no,no,cellular,4,aug,143,1,-1,0,unknown,0
24554,58,unknown,divorced,secondary,no,3111,yes,no,cellular,17,nov,111,1,188,2,failure,0
21599,33,management,married,tertiary,no,801,no,no,cellular,19,aug,133,4,-1,0,unknown,0
22716,30,technician,single,secondary,no,175,no,no,cellular,25,aug,167,4,-1,0,unknown,0
12223,46,admin.,married,unknown,no,2115,yes,no,unknown,20,jun,10,3,-1,0,unknown,0
13744,49,blue-collar,married,secondary,no,360,no,no,cellular,10,jul,168,1,-1,0,unknown,0
17598,49,admin.,divorced,secondary,no,1697,no,yes,cellular,29,jul,184,4,-1,0,unknown,0
42007,44,management,single,tertiary,no,5063,no,no,cellular,27,oct,418,2,-1,0,unknown,1
6014,35,blue-collar,married,secondary,no,1209,yes,no,unknown,26,may,304,3,-1,0,unknown,0
7892,40,blue-collar,married,primary,no,3693,yes,no,unknown,30,may,57,10,-1,0,unknown,0
35207,34,management,married,tertiary,no,1495,yes,no,cellular,7,may,50,1,-1,0,unknown,0
3418,60,services,married,unknown,no,132,yes,no,unknown,15,may,29,1,-1,0,unknown,0
27866,43,self-employed,married,secondary,no,284,no,no,cellular,28,jan,256,1,-1,0,unknown,0
11905,45,unemployed,divorced,secondary,no,5163,no,no,unknown,20,jun,9,2,-1,0,unknown,0
27034,47,management,married,unknown,no,641,no,no,cellular,21,nov,501,3,-1,0,unknown,0
23593,44,self-employed,married,tertiary,no,134,no,no,cellular,28,aug,86,4,-1,0,unknown,0
14829,44,blue-collar,married,primary,no,1265,yes,no,cellular,16,jul,555,1,-1,0,unknown,1
6319,60,technician,married,tertiary,no,1626,yes,yes,unknown,27,may,395,2,-1,0,unknown,0
31920,20,student,single,secondary,no,1819,no,no,cellular,9,apr,245,3,-1,0,unknown,1
24023,51,blue-collar,married,primary,no,-27,no,no,telephone,29,aug,158,4,-1,0,unknown,0
3396,47,blue-collar,married,secondary,no,3008,yes,yes,unknown,15,may,236,3,-1,0,unknown,0
36549,43,management,married,tertiary,no,703,yes,no,cellular,12,may,67,1,-1,0,unknown,0
26851,45,blue-collar,single,unknown,no,816,no,no,cellular,20,nov,279,3,-1,0,unknown,0
43066,35,management,single,tertiary,no,681,no,no,cellular,18,feb,737,1,561,2,success,1
5564,30,blue-collar,married,primary,no,9194,yes,no,unknown,23,may,178,2,-1,0,unknown,0
19295,58,technician,married,secondary,no,1191,no,no,cellular,6,aug,78,2,-1,0,unknown,0
16294,47,management,married,tertiary,no,4386,yes,no,telephone,23,jul,43,1,-1,0,unknown,0
41053,63,retired,divorced,secondary,no,4833,no,no,cellular,14,aug,415,1,-1,0,unknown,0
13581,31,services,married,secondary,no,418,yes,yes,cellular,9,jul,219,1,-1,0,unknown,0
1219,48,admin.,single,secondary,no,96,yes,no,unknown,8,may,255,1,-1,0,unknown,0
13431,34,blue-collar,divorced,secondary,no,-154,no,no,cellular,9,jul,295,1,-1,0,unknown,0
44308,41,retired,single,primary,no,2579,no,no,cellular,27,jul,235,1,287,1,failure,0
35807,49,technician,divorced,secondary,no,95,yes,no,cellular,8,may,90,1,-1,0,unknown,0
17224,32,technician,married,secondary,no,163,yes,yes,cellular,28,jul,73,3,-1,0,unknown,0
20938,38,management,married,tertiary,no,120,no,no,cellular,13,aug,449,4,-1,0,unknown,0
15785,34,entrepreneur,married,primary,no,0,yes,no,cellular,21,jul,132,3,-1,0,unknown,0
16033,37,technician,married,secondary,no,54,yes,yes,cellular,22,jul,106,2,-1,0,unknown,0
11500,46,blue-collar,divorced,secondary,no,2441,no,no,unknown,19,jun,217,2,-1,0,unknown,0
18496,41,unemployed,married,secondary,no,0,no,no,cellular,31,jul,847,14,-1,0,unknown,0
40225,52,management,married,tertiary,no,437,no,no,telephone,12,jun,137,3,113,1,other,0
25337,32,blue-collar,married,secondary,no,491,yes,no,cellular,18,nov,131,3,194,2,failure,0
39578,60,retired,divorced,tertiary,no,4,yes,no,cellular,26,may,400,3,358,2,failure,0
3715,53,unemployed,married,secondary,no,76,yes,yes,unknown,16,may,283,1,-1,0,unknown,0
40493,29,management,single,tertiary,no,4331,no,no,cellular,7,jul,611,1,-1,0,unknown,0
39942,35,technician,married,tertiary,no,1354,no,no,cellular,2,jun,250,2,-1,0,unknown,1
3785,47,blue-collar,divorced,secondary,no,380,yes,no,unknown,16,may,268,6,-1,0,unknown,0
8358,54,admin.,single,secondary,no,2423,no,no,unknown,3,jun,75,4,-1,0,unknown,0
39787,25,technician,single,secondary,no,938,no,no,cellular,1,jun,1048,1,-1,0,unknown,1
41418,62,management,married,tertiary,no,0,no,no,cellular,3,sep,299,1,-1,0,unknown,1
32147,41,blue-collar,married,secondary,no,217,yes,no,cellular,15,apr,375,2,344,1,failure,0
29223,32,management,married,tertiary,no,141,no,no,cellular,2,feb,64,2,-1,0,unknown,0
44100,70,retired,divorced,secondary,no,4572,no,no,cellular,8,jul,173,11,162,5,failure,0
9062,37,self-employed,married,tertiary,no,144,yes,no,unknown,5,jun,247,2,-1,0,unknown,0
40272,58,retired,married,primary,no,1077,no,no,cellular,15,jun,592,1,-1,0,unknown,0
5879,30,blue-collar,married,secondary,no,187,yes,no,unknown,26,may,272,6,-1,0,unknown,0
7191,45,unemployed,divorced,secondary,no,3354,yes,no,unknown,29,may,746,1,-1,0,unknown,1
4229,29,technician,single,secondary,no,103,no,no,unknown,19,may,314,1,-1,0,unknown,0
40753,59,retired,married,tertiary,no,1425,no,no,cellular,10,aug,489,2,102,1,success,0
22262,57,technician,married,tertiary,no,0,no,no,cellular,21,aug,242,5,-1,0,unknown,0
28897,33,management,single,tertiary,no,1859,yes,no,cellular,30,jan,1169,4,-1,0,unknown,0
29073,60,management,married,tertiary,no,553,yes,no,cellular,2,feb,343,1,210,3,success,0
25753,51,management,married,tertiary,no,94,yes,no,cellular,19,nov,281,3,-1,0,unknown,0
39477,49,technician,divorced,secondary,no,972,no,no,cellular,25,may,613,2,-1,0,unknown,0
13312,54,housemaid,married,primary,no,8,no,yes,telephone,8,jul,116,2,-1,0,unknown,0
16612,51,services,married,secondary,no,-238,yes,no,cellular,24,jul,63,1,-1,0,unknown,0
14926,51,blue-collar,divorced,primary,no,1927,no,yes,cellular,16,jul,322,4,-1,0,unknown,0
7540,60,self-employed,married,primary,no,1226,yes,no,unknown,30,may,151,3,-1,0,unknown,0
17930,29,technician,married,secondary,no,3615,yes,no,cellular,30,jul,93,3,-1,0,unknown,0
36785,42,services,divorced,secondary,no,257,yes,no,cellular,12,may,955,2,-1,0,unknown,1
23079,56,technician,divorced,secondary,no,0,no,no,cellular,26,aug,471,8,-1,0,unknown,0
22830,30,management,married,tertiary,no,4874,yes,no,cellular,25,aug,134,10,-1,0,unknown,0
4785,36,services,married,secondary,no,393,yes,yes,unknown,21,may,126,1,-1,0,unknown,0
36691,33,management,married,tertiary,no,335,no,no,cellular,12,may,527,2,-1,0,unknown,0
27203,41,management,married,tertiary,no,832,yes,yes,cellular,21,nov,164,1,176,1,failure,0
20826,38,technician,single,secondary,no,227,no,no,cellular,13,aug,95,4,-1,0,unknown,0
13825,28,services,married,secondary,no,72,no,yes,cellular,10,jul,418,4,-1,0,unknown,0
2463,51,services,married,unknown,no,193,yes,no,unknown,13,may,202,3,-1,0,unknown,0
26277,49,management,divorced,tertiary,no,20727,no,no,cellular,20,nov,88,2,-1,0,unknown,0
19011,55,management,married,secondary,no,11655,no,no,cellular,5,aug,114,1,-1,0,unknown,0
11259,43,housemaid,married,secondary,no,5233,no,no,unknown,18,jun,108,2,-1,0,unknown,0
231,31,services,married,secondary,no,388,yes,no,unknown,5,may,730,2,-1,0,unknown,0
40959,32,management,married,tertiary,no,1388,yes,no,cellular,13,aug,102,1,105,1,success,0
24759,42,blue-collar,married,secondary,no,879,yes,no,cellular,18,nov,140,1,-1,0,unknown,0
8891,25,blue-collar,married,secondary,no,-507,yes,yes,unknown,4,jun,404,2,-1,0,unknown,0
23722,31,management,single,tertiary,no,0,no,no,cellular,28,aug,35,31,-1,0,unknown,0
39490,38,management,married,tertiary,no,93,yes,no,cellular,25,may,74,1,272,4,failure,0
9565,54,housemaid,single,unknown,no,6020,no,no,unknown,6,jun,24,1,-1,0,unknown,0
29282,31,management,single,tertiary,no,1017,no,no,cellular,2,feb,83,1,-1,0,unknown,0
8663,58,management,divorced,tertiary,no,50,yes,no,unknown,3,jun,109,4,-1,0,unknown,0
35164,33,admin.,single,tertiary,no,490,yes,no,cellular,7,may,31,1,363,2,failure,0
35296,46,management,married,secondary,no,1363,yes,yes,cellular,7,may,60,4,-1,0,unknown,0
20930,30,admin.,married,tertiary,no,631,no,no,cellular,13,aug,293,3,-1,0,unknown,0
18874,45,blue-collar,married,primary,no,15515,no,no,cellular,4,aug,167,2,-1,0,unknown,0
28445,49,management,married,tertiary,no,87,no,no,cellular,29,jan,165,1,-1,0,unknown,0
27038,59,retired,married,secondary,no,2011,no,no,cellular,21,nov,222,2,-1,0,unknown,0
40260,52,entrepreneur,married,secondary,no,1306,no,no,cellular,15,jun,288,1,-1,0,unknown,1
30395,44,entrepreneur,married,secondary,no,320,yes,yes,cellular,5,feb,269,3,234,2,other,0
35798,34,technician,divorced,secondary,no,136,yes,no,cellular,8,may,136,2,-1,0,unknown,0
34954,25,services,single,secondary,no,-121,yes,no,cellular,6,may,343,2,-1,0,unknown,0
22599,37,management,married,tertiary,no,49,no,yes,cellular,22,aug,132,1,-1,0,unknown,0
13301,40,admin.,married,secondary,no,1011,yes,no,cellular,8,jul,145,12,-1,0,unknown,0
5199,36,blue-collar,married,primary,no,-402,no,no,unknown,21,may,173,6,-1,0,unknown,0
12229,25,services,single,secondary,no,3856,yes,no,unknown,20,jun,16,28,-1,0,unknown,0
9889,45,blue-collar,married,primary,no,900,yes,no,unknown,9,jun,213,1,-1,0,unknown,0
24708,51,services,divorced,secondary,no,12,yes,no,cellular,17,nov,150,1,-1,0,unknown,0
3843,52,technician,single,secondary,no,36,yes,no,unknown,16,may,335,1,-1,0,unknown,0
41245,29,management,single,tertiary,no,265,no,no,cellular,24,aug,130,2,94,1,success,1
10277,31,technician,single,secondary,no,1094,yes,no,unknown,12,jun,93,8,-1,0,unknown,0
34379,27,management,single,tertiary,no,88,no,no,cellular,4,may,143,1,-1,0,unknown,0
26057,53,management,married,tertiary,no,2578,no,no,cellular,19,nov,299,4,107,2,failure,0
24454,42,blue-collar,married,secondary,no,179,yes,no,cellular,17,nov,96,1,-1,0,unknown,0
22812,35,management,single,tertiary,no,0,no,no,cellular,25,aug,81,6,-1,0,unknown,0
43288,33,technician,married,secondary,no,1,yes,no,cellular,15,mar,261,4,-1,0,unknown,0
24463,32,management,single,tertiary,no,0,yes,yes,cellular,17,nov,107,2,-1,0,unknown,0
7751,36,blue-collar,married,secondary,no,740,yes,no,unknown,30,may,171,2,-1,0,unknown,0
7441,47,blue-collar,married,secondary,no,0,yes,no,unknown,29,may,135,2,-1,0,unknown,0
16132,42,technician,married,secondary,no,33,no,no,telephone,22,jul,158,5,-1,0,unknown,0
14658,43,entrepreneur,married,tertiary,no,1,yes,yes,cellular,15,jul,61,2,-1,0,unknown,0
26674,46,admin.,divorced,secondary,no,2087,no,no,cellular,20,nov,768,3,-1,0,unknown,1
5205,27,services,single,secondary,no,259,yes,no,unknown,23,may,78,10,-1,0,unknown,0
44699,33,technician,married,tertiary,no,1126,yes,no,unknown,6,sep,11,1,490,5,other,0
13931,58,management,divorced,tertiary,no,0,no,no,telephone,10,jul,227,7,-1,0,unknown,0
4831,28,entrepreneur,single,tertiary,no,135,yes,no,unknown,21,may,195,1,-1,0,unknown,0
25182,34,blue-collar,single,secondary,no,20,yes,yes,cellular,18,nov,262,2,-1,0,unknown,0
2616,42,blue-collar,divorced,primary,no,299,yes,no,unknown,13,may,253,2,-1,0,unknown,0
28345,28,admin.,single,secondary,no,1391,yes,no,cellular,29,jan,462,2,247,1,failure,0
24684,36,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,273,2,131,1,failure,0
19891,34,management,married,tertiary,no,63,no,no,cellular,8,aug,94,2,-1,0,unknown,0
26618,35,admin.,married,secondary,no,725,yes,no,cellular,20,nov,219,7,133,1,failure,0
11105,52,blue-collar,married,secondary,no,262,no,no,unknown,18,jun,1062,4,-1,0,unknown,0
10639,53,blue-collar,married,primary,no,4641,no,no,unknown,16,jun,356,2,-1,0,unknown,0
25754,58,blue-collar,married,primary,no,630,yes,no,cellular,19,nov,59,1,174,1,failure,0
33392,37,services,married,secondary,no,1498,yes,no,cellular,20,apr,107,1,-1,0,unknown,0
8721,38,admin.,married,tertiary,no,342,yes,no,unknown,4,jun,1138,1,-1,0,unknown,0
12075,47,blue-collar,married,secondary,no,480,no,no,unknown,20,jun,9,6,-1,0,unknown,0
18367,32,management,single,tertiary,no,29,yes,no,cellular,31,jul,49,24,-1,0,unknown,0
18894,36,management,divorced,tertiary,no,0,no,no,cellular,4,aug,1165,1,-1,0,unknown,1
7033,28,admin.,single,secondary,no,1238,yes,no,unknown,28,may,252,2,-1,0,unknown,0
7431,31,management,single,tertiary,no,524,yes,yes,unknown,29,may,668,2,-1,0,unknown,0
12216,45,technician,married,secondary,no,3492,yes,yes,unknown,20,jun,46,4,-1,0,unknown,0
10474,37,blue-collar,married,primary,no,1,yes,no,unknown,16,jun,103,2,-1,0,unknown,0
20552,37,unemployed,married,secondary,no,117,no,no,cellular,12,aug,144,4,-1,0,unknown,0
8780,30,services,single,secondary,no,773,yes,yes,unknown,4,jun,29,1,-1,0,unknown,0
31000,32,management,single,tertiary,no,19985,no,no,cellular,9,feb,616,5,-1,0,unknown,0
28559,37,blue-collar,single,secondary,no,6,no,no,cellular,29,jan,163,2,-1,0,unknown,0
16338,30,blue-collar,single,secondary,no,0,yes,no,telephone,23,jul,40,5,-1,0,unknown,0
34730,37,technician,single,secondary,no,5436,yes,no,cellular,6,may,7,11,351,1,failure,0
4832,36,services,married,secondary,no,5024,no,no,unknown,21,may,139,1,-1,0,unknown,0
15944,25,entrepreneur,married,tertiary,no,38,yes,no,cellular,22,jul,278,5,-1,0,unknown,0
2514,29,technician,single,secondary,no,309,yes,no,unknown,13,may,214,1,-1,0,unknown,0
27868,35,unemployed,single,primary,no,-17,no,no,cellular,28,jan,100,1,-1,0,unknown,0
8902,32,blue-collar,divorced,secondary,no,880,yes,yes,unknown,4,jun,112,1,-1,0,unknown,0
10936,40,self-employed,married,tertiary,no,1603,no,no,unknown,17,jun,279,1,-1,0,unknown,0
9666,47,housemaid,married,primary,no,389,no,no,unknown,6,jun,145,2,-1,0,unknown,0
10780,50,retired,married,primary,no,1098,no,no,unknown,17,jun,168,1,-1,0,unknown,0
33554,43,services,divorced,secondary,no,-287,yes,no,cellular,20,apr,580,4,-1,0,unknown,0
29979,33,unemployed,single,secondary,no,237,yes,no,cellular,4,feb,1052,2,-1,0,unknown,0
41524,82,unknown,divorced,unknown,no,0,no,no,telephone,9,sep,277,5,-1,0,unknown,0
38888,24,services,single,secondary,no,258,yes,no,cellular,18,may,248,1,-1,0,unknown,0
11734,45,housemaid,married,primary,no,4994,no,no,unknown,20,jun,48,1,-1,0,unknown,0
7544,37,technician,single,secondary,no,864,yes,no,unknown,30,may,171,1,-1,0,unknown,0
23068,35,management,married,tertiary,no,841,no,no,cellular,26,aug,301,6,-1,0,unknown,0
33138,33,blue-collar,married,primary,no,217,yes,no,cellular,20,apr,198,1,339,3,failure,0
37252,38,blue-collar,single,secondary,no,1137,no,no,cellular,13,may,316,1,-1,0,unknown,0
21190,57,housemaid,married,primary,no,1969,no,no,cellular,14,aug,286,3,-1,0,unknown,0
9685,51,retired,divorced,tertiary,no,126,no,yes,unknown,6,jun,152,1,-1,0,unknown,0
44231,32,entrepreneur,married,tertiary,no,762,no,no,cellular,19,jul,187,11,-1,0,unknown,1
7563,50,management,married,tertiary,no,11528,yes,no,unknown,30,may,57,1,-1,0,unknown,0
3939,51,technician,married,secondary,no,349,yes,no,unknown,16,may,97,3,-1,0,unknown,0
36692,51,blue-collar,married,secondary,no,518,yes,no,cellular,12,may,918,1,-1,0,unknown,1
10881,39,management,married,tertiary,no,2043,yes,no,unknown,17,jun,85,1,-1,0,unknown,0
14100,58,retired,married,secondary,no,100,yes,no,cellular,11,jul,186,2,-1,0,unknown,0
3053,42,blue-collar,married,primary,no,1288,yes,no,unknown,14,may,295,1,-1,0,unknown,0
40654,37,management,divorced,tertiary,no,0,yes,no,cellular,6,aug,99,5,-1,0,unknown,0
29387,35,blue-collar,married,primary,no,0,yes,yes,cellular,2,feb,698,2,271,2,other,0
1107,43,blue-collar,married,primary,no,487,yes,no,unknown,7,may,548,2,-1,0,unknown,0
24004,37,technician,married,secondary,no,449,yes,no,cellular,29,aug,59,4,-1,0,unknown,0
