,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
14151,59,blue-collar,single,primary,no,-86,no,no,cellular,11,jul,16,2,-1,0,unknown,0
4596,31,blue-collar,single,secondary,no,5607,no,no,unknown,20,may,261,1,-1,0,unknown,0
1038,32,technician,married,secondary,no,186,no,no,unknown,7,may,418,2,-1,0,unknown,0
4206,33,blue-collar,married,secondary,no,86,yes,no,unknown,19,may,364,1,-1,0,unknown,0
18844,50,unknown,married,unknown,no,1533,no,no,cellular,4,aug,157,1,-1,0,unknown,0
33169,43,admin.,married,secondary,no,1220,yes,no,cellular,20,apr,349,2,339,1,other,0
27700,44,management,married,tertiary,no,736,no,no,cellular,21,nov,71,9,-1,0,unknown,0
18078,60,housemaid,married,primary,no,726,no,yes,cellular,30,jul,94,5,-1,0,unknown,0
3562,50,blue-collar,married,secondary,no,1604,yes,no,unknown,15,may,267,5,-1,0,unknown,0
41453,55,admin.,married,secondary,no,602,no,no,cellular,7,sep,350,1,98,5,success,1
4999,32,technician,single,unknown,no,317,yes,no,unknown,21,may,394,2,-1,0,unknown,0
10149,58,housemaid,married,secondary,no,4840,no,no,unknown,11,jun,366,1,-1,0,unknown,0
44454,34,management,single,tertiary,no,417,yes,no,cellular,5,aug,270,1,174,15,failure,1
23745,60,retired,married,tertiary,no,872,no,no,telephone,28,aug,37,5,-1,0,unknown,0
6795,38,technician,single,secondary,no,12,yes,no,unknown,28,may,150,2,-1,0,unknown,0
18884,51,housemaid,divorced,tertiary,no,1613,no,no,cellular,4,aug,870,1,-1,0,unknown,1
19382,43,management,married,tertiary,no,690,yes,no,cellular,6,aug,171,3,-1,0,unknown,0
43781,60,technician,married,secondary,no,0,no,no,cellular,25,may,641,4,-1,0,unknown,1
28241,55,retired,married,secondary,no,0,no,no,cellular,29,jan,636,1,-1,0,unknown,0
23326,51,blue-collar,married,primary,yes,-17,no,no,cellular,27,aug,134,6,-1,0,unknown,0
14867,28,technician,married,secondary,no,272,no,yes,cellular,16,jul,183,1,-1,0,unknown,0
16787,54,admin.,married,secondary,no,1335,yes,no,cellular,24,jul,448,1,-1,0,unknown,0
36442,55,self-employed,married,primary,no,468,yes,no,cellular,11,may,214,2,-1,0,unknown,0
14675,40,management,married,tertiary,no,-37,no,yes,cellular,15,jul,408,4,-1,0,unknown,0
43265,29,admin.,single,secondary,no,1448,no,no,cellular,10,mar,217,1,184,7,other,0
4736,23,student,single,secondary,no,-116,yes,no,unknown,20,may,109,6,-1,0,unknown,0
32652,32,self-employed,married,primary,no,1074,yes,no,cellular,17,apr,38,1,329,2,failure,0
14660,41,admin.,married,tertiary,no,226,yes,no,cellular,15,jul,157,5,-1,0,unknown,0
25139,32,management,married,tertiary,no,3442,no,no,cellular,18,nov,475,1,-1,0,unknown,0
17505,34,blue-collar,married,secondary,no,156,yes,no,cellular,29,jul,393,3,-1,0,unknown,0
9185,37,admin.,married,secondary,no,637,no,no,unknown,5,jun,1084,1,-1,0,unknown,0
43010,39,blue-collar,married,secondary,no,1382,yes,no,cellular,11,feb,397,2,-1,0,unknown,1
15009,49,management,married,tertiary,no,964,yes,yes,cellular,17,jul,201,1,-1,0,unknown,0
29496,29,admin.,divorced,secondary,no,120,no,yes,cellular,3,feb,197,1,-1,0,unknown,0
41630,79,retired,married,secondary,no,909,no,no,cellular,25,sep,114,1,95,1,other,0
32199,32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,apr,648,1,272,1,other,1
39292,31,technician,married,secondary,no,-119,yes,no,cellular,18,may,9,5,-1,0,unknown,0
41693,60,retired,married,primary,no,71188,no,no,cellular,6,oct,205,1,-1,0,unknown,0
19559,57,self-employed,married,secondary,no,7747,no,no,cellular,7,aug,102,2,-1,0,unknown,0
35519,38,blue-collar,single,primary,no,0,yes,no,cellular,7,may,350,2,-1,0,unknown,0
29142,59,blue-collar,married,primary,no,0,no,no,cellular,2,feb,173,1,-1,0,unknown,0
38216,27,management,single,tertiary,no,212,yes,no,cellular,15,may,373,1,-1,0,unknown,0
7013,30,technician,single,tertiary,no,419,yes,yes,unknown,28,may,299,3,-1,0,unknown,0
35878,37,services,married,secondary,no,3429,yes,yes,cellular,8,may,151,4,171,11,other,0
39637,29,management,single,tertiary,no,2907,yes,no,cellular,26,may,150,1,-1,0,unknown,0
37595,44,blue-collar,married,secondary,no,-182,yes,yes,cellular,14,may,10,10,-1,0,unknown,0
4618,33,management,married,tertiary,no,148,no,no,unknown,20,may,717,1,-1,0,unknown,0
15001,49,management,married,tertiary,no,78,no,yes,cellular,17,jul,257,2,-1,0,unknown,0
8011,24,management,single,secondary,no,86,no,no,unknown,2,jun,1075,2,-1,0,unknown,0
33750,66,retired,married,tertiary,no,2262,no,no,cellular,22,apr,155,1,-1,0,unknown,0
905,35,management,married,tertiary,no,267,yes,no,unknown,7,may,192,1,-1,0,unknown,0
33925,30,technician,married,tertiary,no,606,yes,no,cellular,30,apr,551,1,-1,0,unknown,0
38292,31,blue-collar,single,secondary,no,39,yes,no,cellular,15,may,123,5,-1,0,unknown,0
34090,51,management,single,tertiary,no,5341,no,no,cellular,30,apr,184,2,-1,0,unknown,0
32302,39,management,married,tertiary,no,691,yes,yes,cellular,16,apr,517,1,255,1,failure,0
4167,26,blue-collar,married,secondary,no,484,yes,no,unknown,19,may,48,2,-1,0,unknown,0
37023,28,management,married,tertiary,no,3589,yes,no,cellular,13,may,348,1,-1,0,unknown,0
25836,32,admin.,single,secondary,no,8619,yes,no,cellular,19,nov,267,2,-1,0,unknown,0
41239,57,management,married,tertiary,no,16,no,no,cellular,21,aug,200,3,-1,0,unknown,0
29095,47,admin.,single,secondary,no,15,no,no,cellular,2,feb,71,1,266,4,failure,0
39415,39,management,single,tertiary,no,307,no,no,cellular,22,may,182,2,-1,0,unknown,1
7997,46,blue-collar,married,primary,no,938,yes,no,unknown,2,jun,92,2,-1,0,unknown,0
25489,32,blue-collar,single,secondary,no,1721,yes,no,cellular,19,nov,184,2,182,2,failure,0
3322,53,blue-collar,married,unknown,no,2785,yes,no,unknown,15,may,1165,1,-1,0,unknown,0
23591,59,retired,married,secondary,no,82,no,no,cellular,28,aug,308,6,-1,0,unknown,0
41575,40,admin.,married,secondary,no,4775,no,no,cellular,15,sep,215,1,-1,0,unknown,1
39100,29,admin.,single,tertiary,no,1501,yes,no,cellular,18,may,316,1,-1,0,unknown,0
29021,36,admin.,married,secondary,no,854,yes,no,cellular,2,feb,130,1,-1,0,unknown,0
35966,34,blue-collar,married,primary,no,174,yes,no,cellular,8,may,405,3,-1,0,unknown,0
24907,35,technician,single,secondary,no,7530,no,no,cellular,18,nov,117,1,-1,0,unknown,0
39290,32,admin.,divorced,secondary,yes,5,yes,yes,cellular,18,may,82,3,363,2,other,0
44895,34,management,married,tertiary,no,812,no,no,cellular,27,sep,156,2,279,1,failure,0
247,40,management,married,tertiary,no,207,yes,no,unknown,5,may,39,1,-1,0,unknown,0
11188,49,retired,single,unknown,no,332,no,no,unknown,18,jun,163,2,-1,0,unknown,0
5422,29,management,single,tertiary,no,368,yes,no,unknown,23,may,160,1,-1,0,unknown,0
10004,40,management,married,secondary,no,-63,no,no,unknown,9,jun,248,4,-1,0,unknown,0
19606,52,blue-collar,married,primary,no,1515,no,no,cellular,7,aug,20,4,-1,0,unknown,0
19102,55,retired,married,primary,no,4424,no,no,cellular,5,aug,67,4,-1,0,unknown,0
22339,46,technician,divorced,tertiary,no,532,no,no,cellular,22,aug,491,2,-1,0,unknown,0
27036,30,management,married,tertiary,no,1942,yes,yes,cellular,21,nov,436,2,178,3,other,1
23081,31,self-employed,married,tertiary,no,3220,no,no,cellular,26,aug,74,4,-1,0,unknown,0
9081,45,housemaid,married,tertiary,no,2424,no,no,unknown,5,jun,452,1,-1,0,unknown,0
21901,56,retired,married,primary,no,681,no,no,cellular,20,aug,204,4,-1,0,unknown,0
35783,37,blue-collar,married,secondary,no,3653,yes,no,cellular,8,may,525,1,-1,0,unknown,0
30269,53,services,divorced,secondary,no,4554,no,no,cellular,5,feb,8,6,-1,0,unknown,0
19969,49,services,married,secondary,no,823,no,no,cellular,8,aug,780,4,-1,0,unknown,1
7430,29,technician,single,secondary,no,404,yes,no,unknown,29,may,286,2,-1,0,unknown,0
36090,39,admin.,single,unknown,no,0,yes,no,cellular,11,may,62,1,-1,0,unknown,0
25545,40,self-employed,divorced,tertiary,no,1077,no,no,cellular,19,nov,309,1,-1,0,unknown,0
9181,39,unknown,single,secondary,no,914,no,no,unknown,5,jun,20,1,-1,0,unknown,0
41558,49,entrepreneur,divorced,tertiary,no,315,no,no,cellular,11,sep,240,1,-1,0,unknown,0
31437,26,admin.,single,secondary,no,1327,no,no,cellular,30,mar,171,4,-1,0,unknown,0
8885,28,unemployed,married,secondary,no,655,yes,no,unknown,4,jun,606,2,-1,0,unknown,0
10023,35,housemaid,single,unknown,no,4378,no,no,unknown,9,jun,376,3,-1,0,unknown,0
40029,53,technician,married,tertiary,no,2600,no,no,cellular,3,jun,656,1,-1,0,unknown,0
11112,51,housemaid,married,primary,no,1093,no,yes,unknown,18,jun,18,1,-1,0,unknown,0
44278,28,student,single,secondary,no,2015,no,no,cellular,26,jul,110,2,182,2,failure,0
32326,31,admin.,single,secondary,no,68,yes,no,cellular,16,apr,570,2,-1,0,unknown,0
23245,31,technician,divorced,secondary,no,24,no,yes,cellular,27,aug,352,2,-1,0,unknown,0
26772,47,unemployed,married,secondary,no,3533,yes,no,cellular,20,nov,319,1,100,2,failure,0
39543,52,unemployed,married,secondary,no,5091,no,no,cellular,26,may,309,1,-1,0,unknown,0
21051,30,management,single,secondary,no,1299,no,no,cellular,14,aug,515,2,-1,0,unknown,0
22709,54,blue-collar,married,primary,no,211,no,no,cellular,25,aug,160,6,-1,0,unknown,0
39249,30,services,single,secondary,no,177,yes,no,cellular,18,may,187,4,356,2,other,0
34040,31,management,single,tertiary,no,0,yes,no,cellular,30,apr,97,2,87,2,other,0
34748,40,admin.,divorced,secondary,no,83,yes,no,cellular,6,may,327,1,280,6,failure,0
38586,30,technician,married,secondary,no,-910,yes,no,cellular,15,may,124,2,298,1,failure,0
44545,27,student,single,unknown,no,598,no,no,cellular,12,aug,126,1,524,1,failure,0
6557,36,services,single,secondary,no,260,yes,no,unknown,27,may,132,8,-1,0,unknown,0
40378,27,management,single,tertiary,no,446,no,no,cellular,23,jun,205,3,-1,0,unknown,0
24177,35,unemployed,single,secondary,no,127,yes,no,telephone,14,nov,162,1,-1,0,unknown,1
3172,56,services,married,secondary,no,1121,yes,no,unknown,15,may,176,2,-1,0,unknown,0
30006,59,blue-collar,married,primary,no,616,no,no,cellular,4,feb,253,3,215,2,other,0
11361,54,blue-collar,married,primary,no,10662,no,no,unknown,19,jun,256,1,-1,0,unknown,0
35300,31,technician,single,secondary,no,77,yes,no,cellular,7,may,229,1,-1,0,unknown,0
11271,45,management,divorced,tertiary,no,220,yes,no,unknown,18,jun,89,4,-1,0,unknown,0
10112,51,admin.,single,unknown,no,196,no,no,unknown,11,jun,98,1,-1,0,unknown,0
32674,37,blue-collar,married,unknown,no,722,yes,no,cellular,17,apr,362,1,150,3,failure,0
3769,33,blue-collar,married,secondary,no,58,no,no,unknown,16,may,144,2,-1,0,unknown,0
39192,35,management,single,tertiary,no,-292,yes,no,cellular,18,may,166,2,272,6,failure,0
7486,39,blue-collar,married,secondary,no,0,yes,no,unknown,29,may,209,3,-1,0,unknown,0
8911,40,services,married,secondary,no,113,yes,no,unknown,4,jun,126,1,-1,0,unknown,0
33150,36,management,married,tertiary,no,928,yes,no,cellular,20,apr,239,1,-1,0,unknown,0
5979,33,management,single,secondary,no,99,yes,no,unknown,26,may,160,11,-1,0,unknown,0
29611,43,management,married,tertiary,no,5082,no,no,cellular,3,feb,99,3,-1,0,unknown,0
36344,36,blue-collar,divorced,primary,yes,0,yes,no,cellular,11,may,97,2,305,1,failure,0
25120,50,self-employed,single,tertiary,no,21,yes,no,cellular,18,nov,157,1,188,1,failure,0
21848,42,management,married,tertiary,no,160,no,no,cellular,20,aug,97,2,-1,0,unknown,0
4706,36,blue-collar,married,secondary,no,362,yes,no,unknown,20,may,274,2,-1,0,unknown,0
29310,43,admin.,single,secondary,no,-247,yes,yes,cellular,2,feb,751,2,76,4,failure,1
23449,33,technician,married,tertiary,no,0,yes,yes,cellular,28,aug,94,6,-1,0,unknown,0
12657,27,management,single,secondary,no,35,no,no,cellular,4,jul,255,1,-1,0,unknown,0
17538,55,services,married,secondary,no,408,yes,no,cellular,29,jul,314,2,-1,0,unknown,0
25990,33,technician,married,secondary,no,0,yes,yes,cellular,19,nov,163,2,-1,0,unknown,0
22989,45,management,married,tertiary,yes,-190,no,yes,cellular,26,aug,92,4,-1,0,unknown,0
38180,26,services,married,secondary,no,77,yes,no,cellular,15,may,619,1,340,4,failure,1
36921,38,blue-collar,married,secondary,no,1556,yes,no,cellular,12,may,191,3,-1,0,unknown,0
29074,36,management,married,tertiary,no,763,no,no,cellular,2,feb,50,1,-1,0,unknown,0
38662,45,blue-collar,married,primary,no,302,yes,no,telephone,15,may,258,3,-1,0,unknown,0
23013,45,management,divorced,tertiary,no,0,no,no,cellular,26,aug,392,2,-1,0,unknown,0
44663,25,student,single,secondary,no,2975,no,no,cellular,2,sep,799,2,-1,0,unknown,1
39676,51,housemaid,married,unknown,no,2337,yes,no,cellular,27,may,133,2,41,5,success,0
29451,55,retired,married,tertiary,no,8037,no,no,cellular,3,feb,114,2,-1,0,unknown,0
23638,45,blue-collar,married,secondary,no,-183,yes,yes,cellular,28,aug,8,13,-1,0,unknown,0
43638,54,housemaid,married,secondary,no,1182,yes,no,cellular,6,may,118,2,241,2,failure,0
29767,31,blue-collar,married,secondary,no,1005,no,no,cellular,4,feb,429,2,-1,0,unknown,0
33731,66,blue-collar,married,primary,no,2552,no,no,telephone,22,apr,186,4,-1,0,unknown,0
34477,52,admin.,married,primary,no,576,yes,no,cellular,5,may,139,1,286,1,failure,0
13952,50,blue-collar,married,primary,no,888,no,yes,telephone,10,jul,160,3,-1,0,unknown,0
25504,33,management,married,tertiary,no,3696,no,no,cellular,19,nov,305,1,182,3,failure,0
13348,32,services,married,secondary,no,61,yes,no,cellular,8,jul,529,5,-1,0,unknown,0
8072,44,entrepreneur,divorced,secondary,no,-143,yes,no,unknown,2,jun,66,6,-1,0,unknown,0
23198,55,retired,married,secondary,no,39,no,no,cellular,27,aug,281,5,-1,0,unknown,0
2508,32,services,married,secondary,no,3839,yes,no,unknown,13,may,76,1,-1,0,unknown,0
22140,30,management,married,tertiary,no,4948,no,no,cellular,21,aug,376,2,-1,0,unknown,0
5496,32,self-employed,single,secondary,no,4,yes,no,unknown,23,may,233,2,-1,0,unknown,0
30082,56,admin.,married,unknown,no,1848,yes,no,cellular,4,feb,147,2,260,1,failure,0
29807,37,services,single,secondary,no,2,yes,no,cellular,4,feb,220,1,-1,0,unknown,0
39,37,admin.,single,secondary,no,0,yes,no,unknown,5,may,137,1,-1,0,unknown,0
26576,37,entrepreneur,married,tertiary,no,836,yes,no,cellular,20,nov,223,1,177,2,failure,0
35943,36,technician,divorced,secondary,no,515,yes,yes,cellular,8,may,104,4,252,3,failure,0
1371,31,services,married,secondary,no,28,yes,no,unknown,8,may,101,1,-1,0,unknown,0
15564,26,blue-collar,single,secondary,no,49,no,no,cellular,21,jul,489,3,-1,0,unknown,0
31777,37,admin.,single,secondary,no,810,yes,no,cellular,8,apr,376,1,295,1,failure,0
20212,30,technician,single,secondary,no,54,no,no,cellular,11,aug,194,2,-1,0,unknown,0
288,32,blue-collar,married,secondary,no,1331,yes,no,unknown,5,may,286,2,-1,0,unknown,0
24857,56,management,married,tertiary,no,1388,no,no,cellular,18,nov,132,1,-1,0,unknown,0
3492,56,blue-collar,single,primary,no,739,yes,no,unknown,15,may,95,1,-1,0,unknown,0
10185,41,housemaid,divorced,secondary,no,637,yes,yes,unknown,11,jun,678,4,-1,0,unknown,0
17405,37,blue-collar,single,primary,no,147,no,no,cellular,28,jul,192,19,-1,0,unknown,0
28485,33,services,single,tertiary,no,-452,no,no,cellular,29,jan,692,2,-1,0,unknown,1
832,37,blue-collar,married,secondary,no,16,yes,no,unknown,7,may,250,1,-1,0,unknown,0
19839,47,blue-collar,married,secondary,no,8229,no,no,cellular,8,aug,784,2,-1,0,unknown,1
43646,34,blue-collar,married,secondary,no,1221,yes,no,cellular,6,may,182,1,90,8,failure,0
30419,52,unemployed,married,secondary,no,-307,no,no,cellular,5,feb,272,1,-1,0,unknown,0
43688,22,student,single,secondary,no,123,no,no,telephone,12,may,267,2,89,7,success,0
41700,30,technician,single,tertiary,no,655,no,no,cellular,6,oct,384,2,-1,0,unknown,1
25674,51,retired,married,tertiary,no,580,no,no,cellular,19,nov,694,2,-1,0,unknown,1
38536,45,unemployed,married,secondary,no,-407,yes,no,cellular,15,may,320,3,371,2,failure,0
28962,48,blue-collar,single,secondary,no,-269,no,no,cellular,2,feb,167,1,263,3,other,0
24615,30,technician,single,secondary,no,163,yes,no,cellular,17,nov,72,3,-1,0,unknown,0
40186,54,retired,single,primary,no,466,no,no,cellular,5,jun,151,2,-1,0,unknown,0
33523,37,management,married,tertiary,no,489,yes,yes,cellular,20,apr,12,2,-1,0,unknown,0
16975,39,self-employed,married,tertiary,no,1492,yes,no,cellular,25,jul,1106,1,-1,0,unknown,0
40981,33,management,married,tertiary,no,641,yes,no,cellular,13,aug,347,2,-1,0,unknown,0
37549,30,blue-collar,married,secondary,no,2583,yes,no,cellular,14,may,436,3,-1,0,unknown,0
4484,38,technician,single,secondary,no,614,yes,no,unknown,20,may,116,1,-1,0,unknown,0
43218,60,admin.,married,secondary,no,12980,no,no,cellular,5,mar,115,1,-1,0,unknown,1
42398,68,retired,married,tertiary,no,2820,no,no,cellular,3,dec,154,1,97,2,failure,1
43557,31,management,single,tertiary,no,725,yes,no,cellular,27,apr,345,1,452,1,other,0
29239,58,retired,married,secondary,no,158,yes,yes,cellular,2,feb,156,5,-1,0,unknown,0
32825,35,services,married,secondary,no,372,yes,no,cellular,17,apr,202,2,280,1,failure,0
5699,33,services,single,secondary,no,-27,yes,no,unknown,26,may,165,1,-1,0,unknown,0
15337,34,blue-collar,single,secondary,no,1239,yes,no,cellular,18,jul,90,1,-1,0,unknown,0
17296,35,admin.,single,secondary,no,289,yes,no,cellular,28,jul,48,10,-1,0,unknown,0
4840,37,technician,divorced,secondary,no,1176,no,yes,unknown,21,may,282,2,-1,0,unknown,0
19160,39,management,married,tertiary,no,13021,no,no,cellular,5,aug,425,2,-1,0,unknown,0
7129,52,technician,single,tertiary,no,1308,yes,no,unknown,29,may,361,1,-1,0,unknown,0
21696,56,management,married,tertiary,no,0,no,no,cellular,19,aug,486,4,-1,0,unknown,0
17460,55,management,married,tertiary,no,655,no,no,cellular,28,jul,167,6,-1,0,unknown,0
36430,44,admin.,single,secondary,no,-497,yes,no,cellular,11,may,115,2,370,2,failure,0
37308,32,services,married,secondary,no,1670,no,no,cellular,13,may,223,1,299,2,failure,0
31911,40,management,divorced,tertiary,no,1315,yes,no,cellular,9,apr,466,2,141,5,failure,0
1035,52,blue-collar,divorced,primary,no,196,yes,no,unknown,7,may,119,3,-1,0,unknown,0
22531,32,management,married,tertiary,no,141,yes,yes,cellular,22,aug,10,13,-1,0,unknown,0
8,58,retired,married,primary,no,121,yes,no,unknown,5,may,50,1,-1,0,unknown,0
30470,36,student,single,secondary,no,624,no,no,cellular,5,feb,518,2,8,1,other,0
24635,43,management,married,tertiary,no,0,yes,no,cellular,17,nov,360,2,-1,0,unknown,0
19512,31,technician,married,secondary,no,246,no,no,cellular,7,aug,159,2,-1,0,unknown,0
25927,32,services,single,primary,no,-56,no,yes,cellular,19,nov,418,1,-1,0,unknown,0
8762,29,admin.,single,secondary,no,-309,yes,yes,unknown,4,jun,215,1,-1,0,unknown,0
26967,50,housemaid,married,primary,no,85,no,no,cellular,21,nov,714,1,-1,0,unknown,0
45037,45,management,single,tertiary,no,2048,yes,no,cellular,18,oct,310,1,804,1,failure,1
30941,42,services,divorced,primary,no,0,yes,no,cellular,9,feb,216,2,-1,0,unknown,0
15661,49,admin.,single,secondary,no,-412,yes,no,cellular,21,jul,31,1,-1,0,unknown,0
13692,42,management,married,tertiary,no,199,yes,no,cellular,9,jul,497,1,-1,0,unknown,0
39167,38,admin.,single,secondary,no,1560,yes,no,cellular,18,may,9,2,178,3,failure,0
31995,56,blue-collar,married,primary,no,2765,no,no,cellular,13,apr,222,3,-1,0,unknown,0
44310,47,admin.,married,secondary,no,1210,no,no,cellular,27,jul,493,4,-1,0,unknown,0
34756,40,services,married,secondary,no,1438,yes,no,cellular,6,may,207,1,351,2,failure,0
33543,38,management,married,tertiary,no,76,yes,no,cellular,20,apr,167,2,287,3,failure,0
30406,40,services,married,secondary,no,-212,yes,yes,cellular,5,feb,71,1,258,1,failure,0
3522,44,blue-collar,married,primary,no,0,yes,no,unknown,15,may,226,6,-1,0,unknown,0
9799,50,services,married,secondary,no,1595,no,no,unknown,9,jun,882,1,-1,0,unknown,1
38665,34,blue-collar,married,primary,no,72,yes,no,cellular,15,may,93,3,-1,0,unknown,0
29746,45,self-employed,divorced,tertiary,yes,75,yes,yes,cellular,4,feb,236,1,-1,0,unknown,0
7261,32,services,married,secondary,no,250,yes,no,unknown,29,may,202,1,-1,0,unknown,0
28325,37,technician,married,tertiary,no,183,yes,no,cellular,29,jan,51,1,258,1,failure,0
5044,57,blue-collar,married,primary,no,42,yes,no,unknown,21,may,384,3,-1,0,unknown,0
13369,27,management,single,tertiary,no,154,no,yes,cellular,9,jul,75,1,-1,0,unknown,0
4742,57,management,married,tertiary,no,-871,no,no,unknown,20,may,214,10,-1,0,unknown,0
23264,48,technician,divorced,tertiary,no,2328,no,no,cellular,27,aug,129,7,-1,0,unknown,0
40116,29,admin.,single,secondary,no,488,yes,no,cellular,4,jun,105,1,-1,0,unknown,0
17035,54,technician,married,secondary,no,1331,yes,no,telephone,25,jul,657,2,-1,0,unknown,0
7992,43,management,single,secondary,no,1029,yes,no,unknown,2,jun,145,1,-1,0,unknown,0
13950,50,services,married,secondary,yes,892,yes,no,cellular,10,jul,189,1,-1,0,unknown,0
17931,43,technician,single,secondary,no,54,yes,no,cellular,30,jul,62,2,-1,0,unknown,0
22702,42,technician,divorced,tertiary,no,343,no,no,cellular,25,aug,87,4,-1,0,unknown,0
715,41,admin.,divorced,secondary,no,322,yes,no,unknown,6,may,87,4,-1,0,unknown,0
15575,52,entrepreneur,married,primary,no,592,no,no,cellular,21,jul,122,2,-1,0,unknown,0
5383,24,technician,single,secondary,no,820,yes,no,unknown,23,may,665,1,-1,0,unknown,0
8553,39,blue-collar,married,secondary,no,203,yes,no,unknown,3,jun,143,1,-1,0,unknown,0
6790,28,management,single,tertiary,no,1069,no,no,unknown,28,may,675,1,-1,0,unknown,0
9607,45,admin.,divorced,secondary,no,246,no,no,unknown,6,jun,119,1,-1,0,unknown,0
44072,39,management,divorced,tertiary,no,224,no,no,cellular,2,jul,194,2,88,1,success,1
17315,50,blue-collar,married,primary,no,859,yes,yes,telephone,28,jul,40,7,-1,0,unknown,0
18898,41,management,divorced,tertiary,no,934,no,no,cellular,4,aug,93,1,-1,0,unknown,0
14544,38,entrepreneur,married,tertiary,no,7752,yes,no,cellular,15,jul,138,4,-1,0,unknown,0
36341,30,admin.,married,secondary,no,692,yes,no,cellular,11,may,290,1,-1,0,unknown,0
36723,49,entrepreneur,married,secondary,no,89,yes,no,cellular,12,may,351,1,-1,0,unknown,0
32709,41,housemaid,divorced,secondary,no,43,yes,no,telephone,17,apr,198,1,-1,0,unknown,0
27539,41,blue-collar,married,primary,no,686,yes,no,cellular,21,nov,888,3,-1,0,unknown,0
8255,33,admin.,married,secondary,no,471,yes,no,unknown,2,jun,214,2,-1,0,unknown,0
10038,39,blue-collar,single,secondary,no,16917,no,no,unknown,11,jun,129,6,-1,0,unknown,0
39203,42,blue-collar,married,primary,no,1687,yes,no,cellular,18,may,14,3,178,3,other,0
27828,55,services,divorced,secondary,no,322,yes,no,cellular,28,jan,342,1,-1,0,unknown,0
38788,33,blue-collar,married,secondary,no,523,yes,no,cellular,18,may,18,5,360,5,failure,0
28985,55,management,divorced,tertiary,no,347,yes,no,cellular,2,feb,115,1,-1,0,unknown,0
9393,43,blue-collar,married,secondary,no,101,no,no,unknown,6,jun,153,1,-1,0,unknown,0
13319,27,services,married,secondary,no,202,yes,no,telephone,8,jul,212,2,-1,0,unknown,0
21768,38,management,married,tertiary,no,0,no,no,cellular,19,aug,219,2,-1,0,unknown,0
15920,54,entrepreneur,married,tertiary,no,651,yes,yes,cellular,22,jul,121,2,-1,0,unknown,0
9251,58,admin.,married,secondary,no,1464,yes,yes,unknown,5,jun,53,29,-1,0,unknown,0
29347,30,services,single,secondary,no,3485,no,no,cellular,2,feb,142,2,-1,0,unknown,0
29737,51,technician,divorced,unknown,no,1328,yes,no,cellular,4,feb,119,1,251,1,failure,0
26448,35,blue-collar,married,secondary,no,667,no,no,cellular,20,nov,178,1,-1,0,unknown,0
32344,50,entrepreneur,married,secondary,no,854,no,no,cellular,16,apr,198,1,-1,0,unknown,0
7467,30,blue-collar,married,secondary,no,125,yes,no,unknown,29,may,238,2,-1,0,unknown,0
44572,33,technician,married,secondary,no,484,yes,no,cellular,16,aug,205,3,182,9,success,1
22664,60,retired,married,primary,no,155,no,no,cellular,25,aug,115,7,-1,0,unknown,0
1857,28,blue-collar,single,secondary,no,7,yes,yes,unknown,9,may,125,3,-1,0,unknown,0
40067,26,student,single,secondary,no,132,no,no,cellular,4,jun,217,1,-1,0,unknown,1
13766,33,admin.,married,tertiary,no,55,yes,no,cellular,10,jul,384,1,-1,0,unknown,0
18879,57,housemaid,married,tertiary,no,3,no,no,cellular,4,aug,142,2,-1,0,unknown,0
25750,43,technician,divorced,secondary,no,6835,no,no,cellular,19,nov,187,1,152,2,failure,0
32721,50,admin.,divorced,tertiary,no,432,yes,no,cellular,17,apr,329,1,-1,0,unknown,0
12749,44,blue-collar,married,primary,no,2,no,yes,telephone,7,jul,46,2,-1,0,unknown,0
4987,38,management,married,tertiary,no,216,yes,no,unknown,21,may,1307,1,-1,0,unknown,0
44664,41,unemployed,single,tertiary,no,7968,no,no,cellular,2,sep,404,1,184,4,success,1
7520,43,blue-collar,married,unknown,yes,-715,yes,no,unknown,30,may,67,3,-1,0,unknown,0
35646,34,unemployed,single,secondary,no,233,yes,no,cellular,8,may,11,8,365,4,failure,0
41957,61,retired,married,secondary,no,86,no,no,cellular,23,oct,149,1,-1,0,unknown,1
14672,44,entrepreneur,married,secondary,no,4389,yes,no,cellular,15,jul,149,4,-1,0,unknown,0
1420,40,technician,married,unknown,no,698,yes,no,unknown,8,may,223,2,-1,0,unknown,0
44039,32,student,single,tertiary,no,64,no,no,cellular,30,jun,598,4,105,5,failure,1
25415,36,management,married,tertiary,no,369,no,no,cellular,18,nov,193,4,102,2,failure,0
38148,30,services,single,secondary,no,-143,yes,no,cellular,15,may,85,1,-1,0,unknown,0
41623,39,admin.,married,secondary,no,150,no,no,cellular,25,sep,55,1,46,7,other,0
18505,28,management,married,tertiary,no,22,yes,no,cellular,31,jul,59,3,-1,0,unknown,0
31043,30,services,single,secondary,no,1599,no,no,cellular,11,feb,152,2,-1,0,unknown,1
5431,39,unemployed,married,secondary,no,-455,yes,no,unknown,23,may,542,2,-1,0,unknown,0
33378,42,blue-collar,married,primary,no,208,yes,no,cellular,20,apr,82,1,-1,0,unknown,0
3319,49,blue-collar,single,primary,no,3018,yes,no,unknown,15,may,93,1,-1,0,unknown,0
29702,31,management,married,tertiary,no,777,yes,no,cellular,3,feb,245,4,-1,0,unknown,0
